customer_id,cluster_kmeans,cluster_name
11218,4,Promotion Lovers
11219,0,Regular Cutomers
11220,4,Promotion Lovers
11221,0,Regular Cutomers
11222,1,Gamers
11223,0,Regular Cutomers
11224,0,Regular Cutomers
11225,7,Large Families
11226,8,Young Karens
11229,0,Regular Cutomers
11230,8,Young Karens
11231,4,Promotion Lovers
11232,1,Gamers
11233,0,Regular Cutomers
11234,3,Senior Karens
11235,2,Clean & Green
11236,7,Large Families
11237,7,Large Families
11238,6,High-Value Customers
11239,2,Clean & Green
11241,0,Regular Cutomers
11242,0,Regular Cutomers
11243,4,Promotion Lovers
11244,2,Clean & Green
11245,5,Low-Value Occasional Customers
11247,7,Large Families
11248,0,Regular Cutomers
11249,7,Large Families
11251,5,Low-Value Occasional Customers
11252,0,Regular Cutomers
11253,2,Clean & Green
11254,0,Regular Cutomers
11255,1,Gamers
11256,5,Low-Value Occasional Customers
11258,0,Regular Cutomers
11259,5,Low-Value Occasional Customers
11260,0,Regular Cutomers
11261,8,Young Karens
11262,2,Clean & Green
11263,5,Low-Value Occasional Customers
11264,0,Regular Cutomers
11265,2,Clean & Green
11266,7,Large Families
11267,6,High-Value Customers
11268,5,Low-Value Occasional Customers
11269,0,Regular Cutomers
11270,3,Senior Karens
11271,1,Gamers
11272,4,Promotion Lovers
11273,4,Promotion Lovers
11275,3,Senior Karens
11276,4,Promotion Lovers
11277,8,Young Karens
11278,1,Gamers
11279,0,Regular Cutomers
11280,1,Gamers
11281,4,Promotion Lovers
11282,8,Young Karens
11283,5,Low-Value Occasional Customers
11284,6,High-Value Customers
11285,4,Promotion Lovers
11287,0,Regular Cutomers
11288,0,Regular Cutomers
11289,0,Regular Cutomers
11290,4,Promotion Lovers
11291,0,Regular Cutomers
11292,1,Gamers
11293,5,Low-Value Occasional Customers
11294,6,High-Value Customers
11295,4,Promotion Lovers
11296,0,Regular Cutomers
11298,4,Promotion Lovers
11299,7,Large Families
11300,7,Large Families
11301,5,Low-Value Occasional Customers
11302,0,Regular Cutomers
11303,7,Large Families
11304,7,Large Families
11306,1,Gamers
11307,6,High-Value Customers
11308,4,Promotion Lovers
11309,7,Large Families
11310,2,Clean & Green
11311,2,Clean & Green
11312,6,High-Value Customers
11313,0,Regular Cutomers
11314,5,Low-Value Occasional Customers
11315,0,Regular Cutomers
11316,0,Regular Cutomers
11318,3,Senior Karens
11321,3,Senior Karens
11322,0,Regular Cutomers
11323,1,Gamers
11324,2,Clean & Green
11325,4,Promotion Lovers
11326,5,Low-Value Occasional Customers
11327,8,Young Karens
11328,2,Clean & Green
11329,7,Large Families
11330,5,Low-Value Occasional Customers
11331,5,Low-Value Occasional Customers
11332,4,Promotion Lovers
11333,6,High-Value Customers
11334,6,High-Value Customers
11335,6,High-Value Customers
11336,2,Clean & Green
11337,2,Clean & Green
11338,6,High-Value Customers
11339,4,Promotion Lovers
11340,5,Low-Value Occasional Customers
11341,3,Senior Karens
11342,8,Young Karens
11343,8,Young Karens
11344,7,Large Families
11345,5,Low-Value Occasional Customers
11346,5,Low-Value Occasional Customers
11347,2,Clean & Green
11349,4,Promotion Lovers
11350,2,Clean & Green
11351,7,Large Families
11352,8,Young Karens
11353,4,Promotion Lovers
11354,0,Regular Cutomers
11355,5,Low-Value Occasional Customers
11356,2,Clean & Green
11360,1,Gamers
11361,7,Large Families
11362,8,Young Karens
11363,5,Low-Value Occasional Customers
11364,7,Large Families
11365,1,Gamers
11366,3,Senior Karens
11367,4,Promotion Lovers
11369,8,Young Karens
11370,6,High-Value Customers
11373,1,Gamers
11374,7,Large Families
11375,2,Clean & Green
11376,4,Promotion Lovers
11377,6,High-Value Customers
11378,1,Gamers
11379,1,Gamers
11380,7,Large Families
11381,8,Young Karens
11382,3,Senior Karens
11383,8,Young Karens
11384,7,Large Families
11385,5,Low-Value Occasional Customers
11386,5,Low-Value Occasional Customers
11387,2,Clean & Green
11388,0,Regular Cutomers
11390,5,Low-Value Occasional Customers
11391,0,Regular Cutomers
11392,0,Regular Cutomers
11393,0,Regular Cutomers
11394,0,Regular Cutomers
11395,0,Regular Cutomers
11396,4,Promotion Lovers
11398,2,Clean & Green
11399,6,High-Value Customers
11400,4,Promotion Lovers
11401,8,Young Karens
11403,0,Regular Cutomers
11404,0,Regular Cutomers
11405,4,Promotion Lovers
11406,1,Gamers
11409,4,Promotion Lovers
11410,0,Regular Cutomers
11411,7,Large Families
11412,1,Gamers
11413,0,Regular Cutomers
11414,3,Senior Karens
11415,0,Regular Cutomers
11416,7,Large Families
11417,0,Regular Cutomers
11418,6,High-Value Customers
11419,7,Large Families
11420,7,Large Families
11421,5,Low-Value Occasional Customers
11422,1,Gamers
11424,7,Large Families
11425,0,Regular Cutomers
11426,5,Low-Value Occasional Customers
11427,6,High-Value Customers
11428,4,Promotion Lovers
11429,4,Promotion Lovers
11430,0,Regular Cutomers
11431,4,Promotion Lovers
11433,4,Promotion Lovers
11434,1,Gamers
11435,0,Regular Cutomers
11437,0,Regular Cutomers
11438,8,Young Karens
11439,6,High-Value Customers
11440,5,Low-Value Occasional Customers
11441,6,High-Value Customers
11442,2,Clean & Green
11443,0,Regular Cutomers
11444,1,Gamers
11445,4,Promotion Lovers
11446,2,Clean & Green
11447,3,Senior Karens
11448,3,Senior Karens
11449,0,Regular Cutomers
11450,3,Senior Karens
11451,6,High-Value Customers
11452,2,Clean & Green
11453,2,Clean & Green
11454,1,Gamers
11456,0,Regular Cutomers
11457,5,Low-Value Occasional Customers
11458,2,Clean & Green
11460,7,Large Families
11461,7,Large Families
11462,4,Promotion Lovers
11463,0,Regular Cutomers
11464,0,Regular Cutomers
11466,4,Promotion Lovers
11467,7,Large Families
11468,0,Regular Cutomers
11469,5,Low-Value Occasional Customers
11471,0,Regular Cutomers
11472,5,Low-Value Occasional Customers
11473,0,Regular Cutomers
11474,7,Large Families
11476,4,Promotion Lovers
11478,2,Clean & Green
11479,4,Promotion Lovers
11480,5,Low-Value Occasional Customers
11481,0,Regular Cutomers
11482,3,Senior Karens
11483,4,Promotion Lovers
11484,6,High-Value Customers
11485,1,Gamers
11486,8,Young Karens
11488,6,High-Value Customers
11489,1,Gamers
11490,4,Promotion Lovers
11491,8,Young Karens
11493,5,Low-Value Occasional Customers
11494,0,Regular Cutomers
11496,1,Gamers
11497,6,High-Value Customers
11498,8,Young Karens
11499,2,Clean & Green
11500,5,Low-Value Occasional Customers
11501,7,Large Families
11502,6,High-Value Customers
11503,4,Promotion Lovers
11504,4,Promotion Lovers
11505,5,Low-Value Occasional Customers
11506,4,Promotion Lovers
11509,8,Young Karens
11511,5,Low-Value Occasional Customers
11512,0,Regular Cutomers
11513,4,Promotion Lovers
11514,5,Low-Value Occasional Customers
11515,0,Regular Cutomers
11516,5,Low-Value Occasional Customers
11517,0,Regular Cutomers
11518,6,High-Value Customers
11519,6,High-Value Customers
11520,8,Young Karens
11521,7,Large Families
11522,7,Large Families
11523,0,Regular Cutomers
11524,1,Gamers
11525,2,Clean & Green
11526,7,Large Families
11527,4,Promotion Lovers
11529,5,Low-Value Occasional Customers
11531,6,High-Value Customers
11532,0,Regular Cutomers
11533,4,Promotion Lovers
11534,3,Senior Karens
11536,1,Gamers
11537,0,Regular Cutomers
11538,1,Gamers
11539,0,Regular Cutomers
11540,0,Regular Cutomers
11541,5,Low-Value Occasional Customers
11542,4,Promotion Lovers
11544,4,Promotion Lovers
11545,8,Young Karens
11546,5,Low-Value Occasional Customers
11547,4,Promotion Lovers
11548,4,Promotion Lovers
11549,5,Low-Value Occasional Customers
11550,3,Senior Karens
11551,5,Low-Value Occasional Customers
11552,6,High-Value Customers
11553,2,Clean & Green
11554,0,Regular Cutomers
11556,7,Large Families
11557,7,Large Families
11558,7,Large Families
11559,8,Young Karens
11560,6,High-Value Customers
11561,5,Low-Value Occasional Customers
11562,0,Regular Cutomers
11563,7,Large Families
11564,1,Gamers
11565,3,Senior Karens
11566,5,Low-Value Occasional Customers
11567,0,Regular Cutomers
11568,2,Clean & Green
11569,1,Gamers
11570,4,Promotion Lovers
11571,5,Low-Value Occasional Customers
11572,3,Senior Karens
11573,5,Low-Value Occasional Customers
11574,7,Large Families
11575,0,Regular Cutomers
11576,8,Young Karens
11577,6,High-Value Customers
11578,5,Low-Value Occasional Customers
11579,4,Promotion Lovers
11580,0,Regular Cutomers
11582,0,Regular Cutomers
11585,2,Clean & Green
11586,2,Clean & Green
11587,3,Senior Karens
11588,1,Gamers
11589,4,Promotion Lovers
11590,6,High-Value Customers
11591,4,Promotion Lovers
11593,0,Regular Cutomers
11594,4,Promotion Lovers
11595,4,Promotion Lovers
11596,4,Promotion Lovers
11597,1,Gamers
11598,1,Gamers
11599,1,Gamers
11601,2,Clean & Green
11603,4,Promotion Lovers
11604,4,Promotion Lovers
11605,4,Promotion Lovers
11606,2,Clean & Green
11607,7,Large Families
11609,7,Large Families
11610,0,Regular Cutomers
11611,4,Promotion Lovers
11612,1,Gamers
11614,7,Large Families
11615,4,Promotion Lovers
11616,1,Gamers
11617,0,Regular Cutomers
11621,6,High-Value Customers
11622,8,Young Karens
11623,6,High-Value Customers
11624,1,Gamers
11626,3,Senior Karens
11627,1,Gamers
11628,0,Regular Cutomers
11629,1,Gamers
11631,0,Regular Cutomers
11632,2,Clean & Green
11633,1,Gamers
11634,4,Promotion Lovers
11635,1,Gamers
11636,6,High-Value Customers
11637,2,Clean & Green
11638,7,Large Families
11639,8,Young Karens
11640,4,Promotion Lovers
11641,5,Low-Value Occasional Customers
11642,8,Young Karens
11643,5,Low-Value Occasional Customers
11644,1,Gamers
11645,4,Promotion Lovers
11646,0,Regular Cutomers
11647,4,Promotion Lovers
11648,3,Senior Karens
11649,0,Regular Cutomers
11650,3,Senior Karens
11651,1,Gamers
11652,8,Young Karens
11653,7,Large Families
11654,7,Large Families
11655,0,Regular Cutomers
11656,5,Low-Value Occasional Customers
11657,2,Clean & Green
11658,2,Clean & Green
11661,5,Low-Value Occasional Customers
11662,4,Promotion Lovers
11663,8,Young Karens
11664,5,Low-Value Occasional Customers
11665,0,Regular Cutomers
11666,3,Senior Karens
11667,0,Regular Cutomers
11669,1,Gamers
11671,3,Senior Karens
11672,1,Gamers
11673,2,Clean & Green
11674,5,Low-Value Occasional Customers
11676,8,Young Karens
11677,4,Promotion Lovers
11678,2,Clean & Green
11679,0,Regular Cutomers
11681,5,Low-Value Occasional Customers
11684,6,High-Value Customers
11685,7,Large Families
11686,2,Clean & Green
11687,7,Large Families
11688,3,Senior Karens
11691,6,High-Value Customers
11692,4,Promotion Lovers
11694,1,Gamers
11696,4,Promotion Lovers
11697,7,Large Families
11698,7,Large Families
11699,6,High-Value Customers
11700,1,Gamers
11701,8,Young Karens
11702,5,Low-Value Occasional Customers
11704,0,Regular Cutomers
11705,0,Regular Cutomers
11706,6,High-Value Customers
11707,8,Young Karens
11708,5,Low-Value Occasional Customers
11709,0,Regular Cutomers
11710,1,Gamers
11712,7,Large Families
11713,5,Low-Value Occasional Customers
11714,2,Clean & Green
11715,4,Promotion Lovers
11716,0,Regular Cutomers
11718,4,Promotion Lovers
11719,8,Young Karens
11720,7,Large Families
11723,1,Gamers
11724,5,Low-Value Occasional Customers
11725,1,Gamers
11726,0,Regular Cutomers
11728,0,Regular Cutomers
11729,1,Gamers
11730,4,Promotion Lovers
11731,2,Clean & Green
11732,7,Large Families
11733,6,High-Value Customers
11734,1,Gamers
11735,1,Gamers
11736,4,Promotion Lovers
11737,6,High-Value Customers
11738,8,Young Karens
11739,1,Gamers
11740,7,Large Families
11741,2,Clean & Green
11743,8,Young Karens
11744,1,Gamers
11745,4,Promotion Lovers
11746,5,Low-Value Occasional Customers
11747,4,Promotion Lovers
11748,1,Gamers
11749,6,High-Value Customers
11751,5,Low-Value Occasional Customers
11752,0,Regular Cutomers
11755,2,Clean & Green
11756,0,Regular Cutomers
11757,1,Gamers
11758,1,Gamers
11759,4,Promotion Lovers
11760,5,Low-Value Occasional Customers
11761,6,High-Value Customers
11762,2,Clean & Green
11763,8,Young Karens
11764,5,Low-Value Occasional Customers
11766,6,High-Value Customers
11768,4,Promotion Lovers
11769,8,Young Karens
11770,8,Young Karens
11771,4,Promotion Lovers
11772,0,Regular Cutomers
11773,8,Young Karens
11775,6,High-Value Customers
11776,7,Large Families
11778,0,Regular Cutomers
11779,0,Regular Cutomers
11780,0,Regular Cutomers
11782,1,Gamers
11783,1,Gamers
11785,5,Low-Value Occasional Customers
11786,1,Gamers
11787,5,Low-Value Occasional Customers
11788,7,Large Families
11789,2,Clean & Green
11791,6,High-Value Customers
11792,2,Clean & Green
11793,6,High-Value Customers
11796,6,High-Value Customers
11797,0,Regular Cutomers
11798,1,Gamers
11799,4,Promotion Lovers
11800,7,Large Families
11801,7,Large Families
11802,5,Low-Value Occasional Customers
11803,2,Clean & Green
11804,0,Regular Cutomers
11805,0,Regular Cutomers
11807,5,Low-Value Occasional Customers
11809,7,Large Families
11811,0,Regular Cutomers
11812,0,Regular Cutomers
11814,4,Promotion Lovers
11815,1,Gamers
11816,4,Promotion Lovers
11817,6,High-Value Customers
11818,4,Promotion Lovers
11820,4,Promotion Lovers
11821,7,Large Families
11822,1,Gamers
11823,6,High-Value Customers
11824,7,Large Families
11825,4,Promotion Lovers
11826,2,Clean & Green
11827,4,Promotion Lovers
11828,8,Young Karens
11829,5,Low-Value Occasional Customers
11830,0,Regular Cutomers
11832,4,Promotion Lovers
11833,5,Low-Value Occasional Customers
11835,7,Large Families
11836,0,Regular Cutomers
11837,6,High-Value Customers
11838,4,Promotion Lovers
11839,1,Gamers
11840,6,High-Value Customers
11841,1,Gamers
11843,0,Regular Cutomers
11844,8,Young Karens
11845,7,Large Families
11846,0,Regular Cutomers
11847,2,Clean & Green
11848,2,Clean & Green
11849,4,Promotion Lovers
11851,4,Promotion Lovers
11852,0,Regular Cutomers
11853,2,Clean & Green
11854,0,Regular Cutomers
11855,4,Promotion Lovers
11856,4,Promotion Lovers
11857,0,Regular Cutomers
11858,0,Regular Cutomers
11859,6,High-Value Customers
11860,0,Regular Cutomers
11861,0,Regular Cutomers
11862,1,Gamers
11864,5,Low-Value Occasional Customers
11865,4,Promotion Lovers
11867,3,Senior Karens
11868,2,Clean & Green
11869,6,High-Value Customers
11870,5,Low-Value Occasional Customers
11871,0,Regular Cutomers
11873,5,Low-Value Occasional Customers
11874,6,High-Value Customers
11875,6,High-Value Customers
11876,8,Young Karens
11877,0,Regular Cutomers
11879,8,Young Karens
11880,0,Regular Cutomers
11881,2,Clean & Green
11882,7,Large Families
11883,7,Large Families
11884,6,High-Value Customers
11885,4,Promotion Lovers
11886,1,Gamers
11888,6,High-Value Customers
11889,3,Senior Karens
11890,1,Gamers
11891,0,Regular Cutomers
11892,6,High-Value Customers
11893,1,Gamers
11894,1,Gamers
11896,4,Promotion Lovers
11897,1,Gamers
11898,1,Gamers
11899,3,Senior Karens
11901,2,Clean & Green
11902,8,Young Karens
11903,8,Young Karens
11904,1,Gamers
11905,7,Large Families
11906,2,Clean & Green
11907,0,Regular Cutomers
11908,1,Gamers
11909,1,Gamers
11910,3,Senior Karens
11912,6,High-Value Customers
11914,6,High-Value Customers
11915,7,Large Families
11916,4,Promotion Lovers
11918,7,Large Families
11919,5,Low-Value Occasional Customers
11920,0,Regular Cutomers
11921,6,High-Value Customers
11922,0,Regular Cutomers
11923,1,Gamers
11924,0,Regular Cutomers
11925,2,Clean & Green
11926,4,Promotion Lovers
11927,8,Young Karens
11928,5,Low-Value Occasional Customers
11929,6,High-Value Customers
11930,2,Clean & Green
11931,0,Regular Cutomers
11932,0,Regular Cutomers
11933,6,High-Value Customers
11934,0,Regular Cutomers
11935,2,Clean & Green
11936,2,Clean & Green
11938,6,High-Value Customers
11939,0,Regular Cutomers
11940,6,High-Value Customers
11941,2,Clean & Green
11943,4,Promotion Lovers
11944,5,Low-Value Occasional Customers
11945,0,Regular Cutomers
11946,1,Gamers
11947,5,Low-Value Occasional Customers
11948,0,Regular Cutomers
11950,1,Gamers
11951,6,High-Value Customers
11952,0,Regular Cutomers
11953,0,Regular Cutomers
11955,5,Low-Value Occasional Customers
11957,0,Regular Cutomers
11958,0,Regular Cutomers
11959,0,Regular Cutomers
11960,4,Promotion Lovers
11961,1,Gamers
11962,4,Promotion Lovers
11963,7,Large Families
11964,0,Regular Cutomers
11965,2,Clean & Green
11966,4,Promotion Lovers
11967,4,Promotion Lovers
11968,7,Large Families
11969,4,Promotion Lovers
11970,5,Low-Value Occasional Customers
11972,4,Promotion Lovers
11973,4,Promotion Lovers
11974,1,Gamers
11975,1,Gamers
11976,0,Regular Cutomers
11978,3,Senior Karens
11980,3,Senior Karens
11981,7,Large Families
11982,6,High-Value Customers
11983,0,Regular Cutomers
11985,1,Gamers
11986,0,Regular Cutomers
11988,5,Low-Value Occasional Customers
11990,8,Young Karens
11991,4,Promotion Lovers
11993,7,Large Families
11994,4,Promotion Lovers
11995,3,Senior Karens
11996,1,Gamers
11997,0,Regular Cutomers
11998,8,Young Karens
11999,4,Promotion Lovers
12000,0,Regular Cutomers
12001,7,Large Families
12002,4,Promotion Lovers
12004,0,Regular Cutomers
12005,4,Promotion Lovers
12006,0,Regular Cutomers
12007,0,Regular Cutomers
12008,1,Gamers
12009,3,Senior Karens
12010,4,Promotion Lovers
12011,4,Promotion Lovers
12013,5,Low-Value Occasional Customers
12015,0,Regular Cutomers
12016,1,Gamers
12017,4,Promotion Lovers
12018,6,High-Value Customers
12019,8,Young Karens
12020,5,Low-Value Occasional Customers
12021,0,Regular Cutomers
12023,0,Regular Cutomers
12025,4,Promotion Lovers
12026,7,Large Families
12028,6,High-Value Customers
12029,5,Low-Value Occasional Customers
12030,4,Promotion Lovers
12031,0,Regular Cutomers
12032,0,Regular Cutomers
12033,1,Gamers
12034,0,Regular Cutomers
12035,4,Promotion Lovers
12036,6,High-Value Customers
12037,1,Gamers
12039,5,Low-Value Occasional Customers
12040,7,Large Families
12041,0,Regular Cutomers
12042,4,Promotion Lovers
12043,3,Senior Karens
12045,8,Young Karens
12046,3,Senior Karens
12047,8,Young Karens
12048,4,Promotion Lovers
12049,4,Promotion Lovers
12050,0,Regular Cutomers
12051,0,Regular Cutomers
12052,4,Promotion Lovers
12053,0,Regular Cutomers
12056,4,Promotion Lovers
12057,6,High-Value Customers
12059,7,Large Families
12060,4,Promotion Lovers
12061,5,Low-Value Occasional Customers
12062,2,Clean & Green
12063,0,Regular Cutomers
12064,4,Promotion Lovers
12065,4,Promotion Lovers
12066,1,Gamers
12067,0,Regular Cutomers
12068,7,Large Families
12069,0,Regular Cutomers
12071,5,Low-Value Occasional Customers
12073,5,Low-Value Occasional Customers
12074,0,Regular Cutomers
12075,0,Regular Cutomers
12077,0,Regular Cutomers
12078,7,Large Families
12079,1,Gamers
12080,1,Gamers
12081,8,Young Karens
12082,8,Young Karens
12083,5,Low-Value Occasional Customers
12084,0,Regular Cutomers
12085,5,Low-Value Occasional Customers
12086,5,Low-Value Occasional Customers
12087,0,Regular Cutomers
12088,5,Low-Value Occasional Customers
12089,7,Large Families
12090,5,Low-Value Occasional Customers
12091,5,Low-Value Occasional Customers
12092,7,Large Families
12094,5,Low-Value Occasional Customers
12096,0,Regular Cutomers
12097,4,Promotion Lovers
12099,6,High-Value Customers
12100,0,Regular Cutomers
12101,4,Promotion Lovers
12102,5,Low-Value Occasional Customers
12103,5,Low-Value Occasional Customers
12104,1,Gamers
12106,6,High-Value Customers
12107,5,Low-Value Occasional Customers
12109,8,Young Karens
12110,2,Clean & Green
12111,8,Young Karens
12112,4,Promotion Lovers
12113,5,Low-Value Occasional Customers
12114,0,Regular Cutomers
12115,6,High-Value Customers
12116,7,Large Families
12117,0,Regular Cutomers
12118,4,Promotion Lovers
12119,3,Senior Karens
12120,5,Low-Value Occasional Customers
12121,4,Promotion Lovers
12122,8,Young Karens
12123,6,High-Value Customers
12126,0,Regular Cutomers
12127,5,Low-Value Occasional Customers
12128,1,Gamers
12130,5,Low-Value Occasional Customers
12131,4,Promotion Lovers
12133,1,Gamers
12134,5,Low-Value Occasional Customers
12135,4,Promotion Lovers
12136,1,Gamers
12138,8,Young Karens
12140,2,Clean & Green
12142,0,Regular Cutomers
12143,4,Promotion Lovers
12144,8,Young Karens
12145,4,Promotion Lovers
12146,4,Promotion Lovers
12147,1,Gamers
12148,6,High-Value Customers
12149,0,Regular Cutomers
12151,1,Gamers
12152,5,Low-Value Occasional Customers
12153,2,Clean & Green
12154,6,High-Value Customers
12155,2,Clean & Green
12156,1,Gamers
12157,2,Clean & Green
12158,5,Low-Value Occasional Customers
12159,4,Promotion Lovers
12160,0,Regular Cutomers
12161,5,Low-Value Occasional Customers
12162,7,Large Families
12163,5,Low-Value Occasional Customers
12166,0,Regular Cutomers
12167,5,Low-Value Occasional Customers
12169,0,Regular Cutomers
12170,0,Regular Cutomers
12172,0,Regular Cutomers
12173,4,Promotion Lovers
12174,6,High-Value Customers
12176,0,Regular Cutomers
12177,5,Low-Value Occasional Customers
12178,0,Regular Cutomers
12179,6,High-Value Customers
12180,7,Large Families
12182,7,Large Families
12183,0,Regular Cutomers
12186,0,Regular Cutomers
12187,8,Young Karens
12188,5,Low-Value Occasional Customers
12189,0,Regular Cutomers
12191,6,High-Value Customers
12192,0,Regular Cutomers
12193,0,Regular Cutomers
12194,6,High-Value Customers
12195,8,Young Karens
12196,8,Young Karens
12198,2,Clean & Green
12199,2,Clean & Green
12201,2,Clean & Green
12202,5,Low-Value Occasional Customers
12203,6,High-Value Customers
12204,7,Large Families
12205,1,Gamers
12206,4,Promotion Lovers
12209,7,Large Families
12210,5,Low-Value Occasional Customers
12211,1,Gamers
12213,1,Gamers
12215,2,Clean & Green
12216,4,Promotion Lovers
12218,0,Regular Cutomers
12219,0,Regular Cutomers
12220,4,Promotion Lovers
12221,1,Gamers
12222,1,Gamers
12223,4,Promotion Lovers
12224,0,Regular Cutomers
12225,4,Promotion Lovers
12226,1,Gamers
12227,2,Clean & Green
12229,8,Young Karens
12231,6,High-Value Customers
12233,0,Regular Cutomers
12234,7,Large Families
12237,2,Clean & Green
12238,2,Clean & Green
12239,4,Promotion Lovers
12240,6,High-Value Customers
12241,0,Regular Cutomers
12242,0,Regular Cutomers
12244,2,Clean & Green
12245,8,Young Karens
12246,0,Regular Cutomers
12247,4,Promotion Lovers
12248,4,Promotion Lovers
12249,7,Large Families
12250,1,Gamers
12251,6,High-Value Customers
12252,0,Regular Cutomers
12253,0,Regular Cutomers
12254,7,Large Families
12255,0,Regular Cutomers
12256,6,High-Value Customers
12257,2,Clean & Green
12259,0,Regular Cutomers
12260,4,Promotion Lovers
12261,5,Low-Value Occasional Customers
12262,8,Young Karens
12263,2,Clean & Green
12264,2,Clean & Green
12267,8,Young Karens
12269,2,Clean & Green
12270,0,Regular Cutomers
12273,1,Gamers
12274,3,Senior Karens
12275,0,Regular Cutomers
12276,4,Promotion Lovers
12277,2,Clean & Green
12279,7,Large Families
12280,1,Gamers
12281,0,Regular Cutomers
12282,2,Clean & Green
12283,4,Promotion Lovers
12285,8,Young Karens
12286,2,Clean & Green
12288,0,Regular Cutomers
12290,0,Regular Cutomers
12292,4,Promotion Lovers
12293,6,High-Value Customers
12294,1,Gamers
12295,5,Low-Value Occasional Customers
12296,0,Regular Cutomers
12297,8,Young Karens
12298,0,Regular Cutomers
12299,2,Clean & Green
12302,6,High-Value Customers
12303,6,High-Value Customers
12304,0,Regular Cutomers
12305,5,Low-Value Occasional Customers
12307,0,Regular Cutomers
12309,0,Regular Cutomers
12310,0,Regular Cutomers
12311,4,Promotion Lovers
12313,5,Low-Value Occasional Customers
12314,8,Young Karens
12315,6,High-Value Customers
12316,6,High-Value Customers
12317,4,Promotion Lovers
12320,6,High-Value Customers
12321,0,Regular Cutomers
12322,3,Senior Karens
12323,0,Regular Cutomers
12324,0,Regular Cutomers
12325,6,High-Value Customers
12326,2,Clean & Green
12327,4,Promotion Lovers
12328,1,Gamers
12330,2,Clean & Green
12331,0,Regular Cutomers
12332,5,Low-Value Occasional Customers
12333,0,Regular Cutomers
12336,1,Gamers
12337,8,Young Karens
12339,1,Gamers
12340,5,Low-Value Occasional Customers
12342,1,Gamers
12343,6,High-Value Customers
12344,8,Young Karens
12345,5,Low-Value Occasional Customers
12346,2,Clean & Green
12347,4,Promotion Lovers
12348,3,Senior Karens
12349,0,Regular Cutomers
12350,5,Low-Value Occasional Customers
12351,5,Low-Value Occasional Customers
12352,0,Regular Cutomers
12353,7,Large Families
12355,4,Promotion Lovers
12356,1,Gamers
12357,0,Regular Cutomers
12358,7,Large Families
12359,3,Senior Karens
12360,0,Regular Cutomers
12361,8,Young Karens
12362,0,Regular Cutomers
12363,3,Senior Karens
12364,5,Low-Value Occasional Customers
12365,0,Regular Cutomers
12366,2,Clean & Green
12367,3,Senior Karens
12368,7,Large Families
12371,5,Low-Value Occasional Customers
12372,0,Regular Cutomers
12375,6,High-Value Customers
12378,0,Regular Cutomers
12379,0,Regular Cutomers
12380,1,Gamers
12381,8,Young Karens
12382,3,Senior Karens
12383,4,Promotion Lovers
12384,4,Promotion Lovers
12385,1,Gamers
12388,5,Low-Value Occasional Customers
12389,1,Gamers
12390,6,High-Value Customers
12391,7,Large Families
12392,4,Promotion Lovers
12393,7,Large Families
12394,0,Regular Cutomers
12395,0,Regular Cutomers
12396,0,Regular Cutomers
12397,5,Low-Value Occasional Customers
12398,8,Young Karens
12399,4,Promotion Lovers
12400,2,Clean & Green
12401,4,Promotion Lovers
12402,2,Clean & Green
12403,8,Young Karens
12404,0,Regular Cutomers
12405,2,Clean & Green
12406,4,Promotion Lovers
12407,0,Regular Cutomers
12408,2,Clean & Green
12409,4,Promotion Lovers
12410,8,Young Karens
12411,0,Regular Cutomers
12412,8,Young Karens
12413,7,Large Families
12414,0,Regular Cutomers
12415,7,Large Families
12417,0,Regular Cutomers
12418,0,Regular Cutomers
12419,6,High-Value Customers
12420,0,Regular Cutomers
12421,6,High-Value Customers
12424,6,High-Value Customers
12426,8,Young Karens
12428,0,Regular Cutomers
12429,1,Gamers
12432,0,Regular Cutomers
12434,2,Clean & Green
12435,1,Gamers
12436,0,Regular Cutomers
12437,8,Young Karens
12438,4,Promotion Lovers
12439,4,Promotion Lovers
12440,4,Promotion Lovers
12441,5,Low-Value Occasional Customers
12442,1,Gamers
12443,0,Regular Cutomers
12444,0,Regular Cutomers
12446,4,Promotion Lovers
12447,7,Large Families
12448,2,Clean & Green
12450,1,Gamers
12451,8,Young Karens
12452,4,Promotion Lovers
12453,6,High-Value Customers
12454,5,Low-Value Occasional Customers
12455,5,Low-Value Occasional Customers
12456,5,Low-Value Occasional Customers
12457,0,Regular Cutomers
12461,4,Promotion Lovers
12462,8,Young Karens
12463,0,Regular Cutomers
12465,5,Low-Value Occasional Customers
12466,3,Senior Karens
12467,5,Low-Value Occasional Customers
12468,0,Regular Cutomers
12470,1,Gamers
12471,0,Regular Cutomers
12472,4,Promotion Lovers
12473,2,Clean & Green
12474,2,Clean & Green
12475,4,Promotion Lovers
12477,4,Promotion Lovers
12478,0,Regular Cutomers
12479,6,High-Value Customers
12480,6,High-Value Customers
12481,6,High-Value Customers
12484,1,Gamers
12485,2,Clean & Green
12487,4,Promotion Lovers
12488,4,Promotion Lovers
12489,2,Clean & Green
12490,4,Promotion Lovers
12491,0,Regular Cutomers
12492,1,Gamers
12493,0,Regular Cutomers
12495,0,Regular Cutomers
12496,0,Regular Cutomers
12497,7,Large Families
12498,1,Gamers
12499,3,Senior Karens
12500,6,High-Value Customers
12502,0,Regular Cutomers
12503,0,Regular Cutomers
12504,7,Large Families
12505,4,Promotion Lovers
12506,7,Large Families
12508,1,Gamers
12509,6,High-Value Customers
12510,0,Regular Cutomers
