customer_id,cluster_kmeans_lifetime,cluster_name
8589,3,Average customer
8590,6,Clean and green
8591,4,Karens junior
8592,8,
8593,4,Karens junior
8594,3,Average customer
8595,3,Average customer
8597,0,Green screen
8598,7,Meetfish
8601,4,Karens junior
8603,8,
8604,2,Karens
8605,0,Green screen
8607,0,Green screen
8608,0,Green screen
8609,0,Green screen
8610,4,Karens junior
8611,0,Green screen
8612,0,Green screen
8613,8,
8615,6,Clean and green
8616,0,Green screen
8617,2,Karens
8618,5,Large Families
8619,0,Green screen
8620,1,Promotion seeker
8621,2,Karens
8622,0,Green screen
8623,0,Green screen
8624,6,Clean and green
8626,7,Meetfish
8627,0,Green screen
8628,7,Meetfish
8629,1,Promotion seeker
8630,8,
8631,2,Karens
8632,4,Karens junior
8633,4,Karens junior
8634,0,Green screen
8635,3,Average customer
8636,3,Average customer
8637,8,
8638,1,Promotion seeker
8639,3,Average customer
8640,0,Green screen
8642,2,Karens
8643,1,Promotion seeker
8644,7,Meetfish
8645,1,Promotion seeker
8646,1,Promotion seeker
8647,4,Karens junior
8649,2,Karens
8650,0,Green screen
8652,6,Clean and green
8653,7,Meetfish
8654,2,Karens
8655,0,Green screen
8656,0,Green screen
8657,5,Large Families
8658,4,Karens junior
8659,0,Green screen
8660,2,Karens
8661,6,Clean and green
8662,0,Green screen
8663,7,Meetfish
8664,6,Clean and green
8666,0,Green screen
8667,5,Large Families
8668,7,Meetfish
8669,0,Green screen
8670,4,Karens junior
8671,0,Green screen
8675,7,Meetfish
8676,3,Average customer
8677,1,Promotion seeker
8678,6,Clean and green
8680,8,
8682,0,Green screen
8683,6,Clean and green
8684,5,Large Families
8685,1,Promotion seeker
8686,4,Karens junior
8687,0,Green screen
8688,3,Average customer
8689,2,Karens
8690,6,Clean and green
8691,3,Average customer
8692,0,Green screen
8693,0,Green screen
8694,0,Green screen
8695,2,Karens
8696,2,Karens
8697,2,Karens
8698,6,Clean and green
8699,1,Promotion seeker
8700,7,Meetfish
8701,7,Meetfish
8702,4,Karens junior
8703,0,Green screen
8704,7,Meetfish
8705,0,Green screen
8706,1,Promotion seeker
8707,7,Meetfish
8708,7,Meetfish
8709,1,Promotion seeker
8710,4,Karens junior
8711,6,Clean and green
8712,4,Karens junior
8713,6,Clean and green
8714,6,Clean and green
8715,6,Clean and green
8716,0,Green screen
8717,3,Average customer
8718,4,Karens junior
8719,2,Karens
8720,0,Green screen
8721,2,Karens
8722,4,Karens junior
8723,1,Promotion seeker
8724,3,Average customer
8725,3,Average customer
8726,1,Promotion seeker
8727,2,Karens
8729,6,Clean and green
8730,6,Clean and green
8731,4,Karens junior
8732,3,Average customer
8733,0,Green screen
8734,8,
8737,3,Average customer
8738,1,Promotion seeker
8740,4,Karens junior
8741,0,Green screen
8742,0,Green screen
8743,0,Green screen
8745,5,Large Families
8746,0,Green screen
8748,2,Karens
8749,3,Average customer
8750,4,Karens junior
8751,8,
8752,4,Karens junior
8753,6,Clean and green
8754,4,Karens junior
8755,0,Green screen
8756,7,Meetfish
8757,5,Large Families
8759,0,Green screen
8762,0,Green screen
8763,1,Promotion seeker
8765,0,Green screen
8766,7,Meetfish
8767,5,Large Families
8769,1,Promotion seeker
8770,2,Karens
8771,1,Promotion seeker
8773,7,Meetfish
8775,6,Clean and green
8776,3,Average customer
8778,2,Karens
8781,3,Average customer
8782,0,Green screen
8783,7,Meetfish
8784,7,Meetfish
8785,0,Green screen
8786,0,Green screen
8787,4,Karens junior
8788,1,Promotion seeker
8790,6,Clean and green
8791,6,Clean and green
8792,0,Green screen
8794,5,Large Families
8795,4,Karens junior
8796,7,Meetfish
8797,0,Green screen
8798,0,Green screen
8799,6,Clean and green
8800,4,Karens junior
8801,1,Promotion seeker
8802,0,Green screen
8803,6,Clean and green
8805,7,Meetfish
8806,7,Meetfish
8807,8,
8809,0,Green screen
8810,7,Meetfish
8811,4,Karens junior
8812,2,Karens
8813,3,Average customer
8814,6,Clean and green
8815,4,Karens junior
8816,2,Karens
8817,6,Clean and green
8818,5,Large Families
8819,1,Promotion seeker
8820,0,Green screen
8821,0,Green screen
8823,0,Green screen
8824,0,Green screen
8827,7,Meetfish
8828,5,Large Families
8829,1,Promotion seeker
8830,1,Promotion seeker
8831,1,Promotion seeker
8832,2,Karens
8833,5,Large Families
8834,0,Green screen
8835,1,Promotion seeker
8836,1,Promotion seeker
8837,3,Average customer
8838,7,Meetfish
8839,0,Green screen
8840,2,Karens
8841,3,Average customer
8842,6,Clean and green
8843,0,Green screen
8844,2,Karens
8845,3,Average customer
8846,2,Karens
8847,7,Meetfish
8848,2,Karens
8849,5,Large Families
8850,8,
8851,6,Clean and green
8852,7,Meetfish
8854,5,Large Families
8855,1,Promotion seeker
8857,4,Karens junior
8858,3,Average customer
8860,7,Meetfish
8861,0,Green screen
8862,4,Karens junior
8865,0,Green screen
8866,3,Average customer
8867,7,Meetfish
8868,2,Karens
8869,4,Karens junior
8870,5,Large Families
8872,0,Green screen
8875,4,Karens junior
8876,4,Karens junior
8877,2,Karens
8878,6,Clean and green
8879,4,Karens junior
8881,0,Green screen
8882,4,Karens junior
8883,3,Average customer
8884,0,Green screen
8885,1,Promotion seeker
8886,4,Karens junior
8887,3,Average customer
8888,6,Clean and green
8889,0,Green screen
8890,7,Meetfish
8891,4,Karens junior
8893,4,Karens junior
8894,6,Clean and green
8895,4,Karens junior
8896,2,Karens
8897,5,Large Families
8898,0,Green screen
8901,2,Karens
8902,4,Karens junior
8903,6,Clean and green
8904,2,Karens
8907,7,Meetfish
8908,7,Meetfish
8909,2,Karens
8910,7,Meetfish
8912,7,Meetfish
8913,6,Clean and green
8914,5,Large Families
8915,6,Clean and green
8916,7,Meetfish
8917,1,Promotion seeker
8918,1,Promotion seeker
8920,0,Green screen
8921,6,Clean and green
8922,4,Karens junior
8923,4,Karens junior
8924,3,Average customer
8926,7,Meetfish
8928,0,Green screen
8929,0,Green screen
8930,0,Green screen
8931,4,Karens junior
8932,4,Karens junior
8933,0,Green screen
8934,1,Promotion seeker
8935,6,Clean and green
8936,0,Green screen
8937,7,Meetfish
8941,2,Karens
8942,3,Average customer
8943,0,Green screen
8944,6,Clean and green
8946,5,Large Families
8947,0,Green screen
8948,1,Promotion seeker
8949,1,Promotion seeker
8951,3,Average customer
8952,2,Karens
8953,2,Karens
8954,0,Green screen
8955,8,
8956,2,Karens
8957,4,Karens junior
8958,0,Green screen
8959,7,Meetfish
8960,6,Clean and green
8961,5,Large Families
8962,4,Karens junior
8963,4,Karens junior
8964,0,Green screen
8965,1,Promotion seeker
8966,5,Large Families
8968,6,Clean and green
8969,4,Karens junior
8970,0,Green screen
8971,1,Promotion seeker
8973,4,Karens junior
8974,2,Karens
8975,6,Clean and green
8976,8,
8977,2,Karens
8978,5,Large Families
8979,6,Clean and green
8980,0,Green screen
8981,8,
8982,6,Clean and green
8983,3,Average customer
8984,7,Meetfish
8985,2,Karens
8986,1,Promotion seeker
8987,4,Karens junior
8988,5,Large Families
8989,1,Promotion seeker
8990,8,
8991,7,Meetfish
8992,3,Average customer
8993,5,Large Families
8994,5,Large Families
8996,0,Green screen
8997,6,Clean and green
8998,5,Large Families
8999,6,Clean and green
9000,3,Average customer
9002,5,Large Families
9003,7,Meetfish
9004,7,Meetfish
9006,0,Green screen
9007,1,Promotion seeker
9008,1,Promotion seeker
9009,4,Karens junior
9010,6,Clean and green
9011,4,Karens junior
9014,7,Meetfish
9015,7,Meetfish
9016,5,Large Families
9019,2,Karens
9021,4,Karens junior
9022,8,
9025,3,Average customer
9026,6,Clean and green
9027,5,Large Families
9029,3,Average customer
9031,4,Karens junior
9032,6,Clean and green
9033,8,
9035,2,Karens
9037,6,Clean and green
9038,7,Meetfish
9039,2,Karens
9040,2,Karens
9041,7,Meetfish
9042,0,Green screen
9043,0,Green screen
9044,4,Karens junior
9045,2,Karens
9046,3,Average customer
9048,4,Karens junior
9049,3,Average customer
9050,7,Meetfish
9053,1,Promotion seeker
9054,4,Karens junior
9055,7,Meetfish
9056,7,Meetfish
9057,4,Karens junior
9058,4,Karens junior
9059,4,Karens junior
9061,0,Green screen
9062,4,Karens junior
9063,5,Large Families
9064,4,Karens junior
9065,2,Karens
9067,3,Average customer
9068,7,Meetfish
9069,0,Green screen
9070,6,Clean and green
9071,7,Meetfish
9072,0,Green screen
9073,0,Green screen
9074,4,Karens junior
9075,7,Meetfish
9076,4,Karens junior
9077,7,Meetfish
9079,6,Clean and green
9080,4,Karens junior
9081,4,Karens junior
9082,5,Large Families
9083,0,Green screen
9084,0,Green screen
9086,4,Karens junior
9087,7,Meetfish
9088,5,Large Families
9090,4,Karens junior
9091,7,Meetfish
9092,4,Karens junior
9093,6,Clean and green
9095,3,Average customer
9096,0,Green screen
9097,6,Clean and green
9098,6,Clean and green
9100,7,Meetfish
9101,0,Green screen
9102,1,Promotion seeker
9103,1,Promotion seeker
9104,2,Karens
9105,3,Average customer
9106,3,Average customer
9107,8,
9110,7,Meetfish
9111,7,Meetfish
9112,6,Clean and green
9113,3,Average customer
9114,6,Clean and green
9116,0,Green screen
9117,8,
9118,7,Meetfish
9120,0,Green screen
9121,3,Average customer
9122,3,Average customer
9123,3,Average customer
9124,7,Meetfish
9125,8,
9126,0,Green screen
9127,7,Meetfish
9128,0,Green screen
9130,5,Large Families
9131,7,Meetfish
9132,2,Karens
9133,7,Meetfish
9134,7,Meetfish
9135,0,Green screen
9136,4,Karens junior
9137,6,Clean and green
9138,1,Promotion seeker
9140,7,Meetfish
9141,1,Promotion seeker
9142,7,Meetfish
9143,1,Promotion seeker
9144,8,
9145,3,Average customer
9146,6,Clean and green
9147,2,Karens
9148,4,Karens junior
9149,2,Karens
9151,5,Large Families
9152,3,Average customer
9153,4,Karens junior
9154,5,Large Families
9155,6,Clean and green
9156,7,Meetfish
9157,0,Green screen
9158,3,Average customer
9159,5,Large Families
9160,3,Average customer
9162,1,Promotion seeker
9163,1,Promotion seeker
9164,0,Green screen
9166,7,Meetfish
9167,0,Green screen
9168,5,Large Families
9169,7,Meetfish
9170,2,Karens
9171,7,Meetfish
9172,4,Karens junior
9173,0,Green screen
9174,4,Karens junior
9175,1,Promotion seeker
9176,7,Meetfish
9177,6,Clean and green
9179,6,Clean and green
9180,4,Karens junior
9181,0,Green screen
9182,7,Meetfish
9183,8,
9184,4,Karens junior
9185,3,Average customer
9186,6,Clean and green
9188,7,Meetfish
9189,7,Meetfish
9191,5,Large Families
9192,0,Green screen
9194,8,
9195,8,
9196,7,Meetfish
9197,5,Large Families
9198,0,Green screen
9199,5,Large Families
9200,7,Meetfish
9202,7,Meetfish
9203,0,Green screen
9204,4,Karens junior
9205,3,Average customer
9206,2,Karens
9208,4,Karens junior
9209,1,Promotion seeker
9210,1,Promotion seeker
9211,0,Green screen
9212,3,Average customer
9214,8,
9215,4,Karens junior
9216,6,Clean and green
9217,2,Karens
9218,7,Meetfish
9219,4,Karens junior
9220,4,Karens junior
9221,7,Meetfish
9222,1,Promotion seeker
9225,3,Average customer
9226,1,Promotion seeker
9228,1,Promotion seeker
9229,0,Green screen
9231,4,Karens junior
9232,1,Promotion seeker
9233,3,Average customer
9234,5,Large Families
9235,3,Average customer
9236,7,Meetfish
9237,5,Large Families
9238,4,Karens junior
9239,0,Green screen
9240,1,Promotion seeker
9241,1,Promotion seeker
9242,7,Meetfish
9243,0,Green screen
9245,4,Karens junior
9246,1,Promotion seeker
9247,4,Karens junior
9248,5,Large Families
9249,1,Promotion seeker
9250,5,Large Families
9252,3,Average customer
9253,4,Karens junior
9254,4,Karens junior
9255,1,Promotion seeker
9256,0,Green screen
9258,4,Karens junior
9261,5,Large Families
9263,3,Average customer
9265,1,Promotion seeker
9266,4,Karens junior
9267,2,Karens
9268,3,Average customer
9269,7,Meetfish
9270,7,Meetfish
9271,5,Large Families
9272,3,Average customer
9273,2,Karens
9274,0,Green screen
9275,4,Karens junior
9276,5,Large Families
9277,2,Karens
9278,7,Meetfish
9279,5,Large Families
9280,1,Promotion seeker
9281,4,Karens junior
9282,4,Karens junior
9283,7,Meetfish
9284,2,Karens
9285,2,Karens
9286,0,Green screen
9288,5,Large Families
9290,6,Clean and green
9292,2,Karens
9293,0,Green screen
9294,5,Large Families
9295,0,Green screen
9296,1,Promotion seeker
9297,7,Meetfish
9298,5,Large Families
9299,7,Meetfish
9300,7,Meetfish
9301,1,Promotion seeker
9303,3,Average customer
9304,5,Large Families
9305,5,Large Families
9306,2,Karens
9307,5,Large Families
9308,1,Promotion seeker
9310,3,Average customer
9313,2,Karens
9316,5,Large Families
9317,8,
9319,7,Meetfish
9322,8,
9323,0,Green screen
9324,3,Average customer
9325,0,Green screen
9327,3,Average customer
9328,0,Green screen
9329,6,Clean and green
9330,0,Green screen
9331,6,Clean and green
9332,2,Karens
9333,2,Karens
9334,3,Average customer
9335,3,Average customer
9336,1,Promotion seeker
9337,8,
9338,0,Green screen
9339,0,Green screen
9340,0,Green screen
9341,6,Clean and green
9343,6,Clean and green
9344,6,Clean and green
9345,0,Green screen
9346,4,Karens junior
9348,4,Karens junior
9349,2,Karens
9351,6,Clean and green
9352,4,Karens junior
9353,7,Meetfish
9354,2,Karens
9355,7,Meetfish
9357,6,Clean and green
9358,1,Promotion seeker
9359,2,Karens
9360,0,Green screen
9362,1,Promotion seeker
9363,8,
9364,3,Average customer
9365,7,Meetfish
9366,1,Promotion seeker
9367,4,Karens junior
9368,3,Average customer
9369,4,Karens junior
9370,8,
9371,4,Karens junior
9372,0,Green screen
9373,7,Meetfish
9375,4,Karens junior
9377,2,Karens
9378,4,Karens junior
9379,6,Clean and green
9380,1,Promotion seeker
9381,6,Clean and green
9382,1,Promotion seeker
9383,1,Promotion seeker
9384,3,Average customer
9385,2,Karens
9386,0,Green screen
9387,5,Large Families
9388,7,Meetfish
9389,7,Meetfish
9390,8,
9391,0,Green screen
9392,5,Large Families
9393,3,Average customer
9394,4,Karens junior
9395,6,Clean and green
9396,2,Karens
9397,5,Large Families
9398,3,Average customer
9399,1,Promotion seeker
9400,2,Karens
9402,3,Average customer
9403,4,Karens junior
9404,8,
9406,6,Clean and green
9407,0,Green screen
9408,6,Clean and green
9409,4,Karens junior
9410,5,Large Families
9411,5,Large Families
9412,5,Large Families
9413,0,Green screen
9414,4,Karens junior
9415,1,Promotion seeker
9417,0,Green screen
9420,2,Karens
9421,0,Green screen
9422,8,
9423,4,Karens junior
9424,0,Green screen
9425,3,Average customer
9426,4,Karens junior
9427,6,Clean and green
9428,0,Green screen
9429,7,Meetfish
9430,7,Meetfish
9431,0,Green screen
9433,7,Meetfish
9434,1,Promotion seeker
9435,6,Clean and green
9436,4,Karens junior
9437,7,Meetfish
9438,5,Large Families
9439,6,Clean and green
9440,3,Average customer
9442,0,Green screen
9443,0,Green screen
9444,0,Green screen
9446,8,
9447,8,
9448,6,Clean and green
9449,2,Karens
9451,5,Large Families
9452,6,Clean and green
9453,7,Meetfish
9454,0,Green screen
9455,8,
9456,5,Large Families
9458,0,Green screen
9459,3,Average customer
9460,6,Clean and green
9464,8,
9465,0,Green screen
9466,2,Karens
9467,4,Karens junior
9468,7,Meetfish
9469,0,Green screen
9471,4,Karens junior
9473,6,Clean and green
9474,8,
9475,4,Karens junior
9476,1,Promotion seeker
9477,4,Karens junior
9478,3,Average customer
9479,5,Large Families
9480,0,Green screen
9482,0,Green screen
9483,0,Green screen
9484,2,Karens
9485,7,Meetfish
9486,0,Green screen
9487,4,Karens junior
9489,7,Meetfish
9490,4,Karens junior
9491,7,Meetfish
9492,5,Large Families
9493,0,Green screen
9494,4,Karens junior
9496,1,Promotion seeker
9497,4,Karens junior
9498,3,Average customer
9499,5,Large Families
9500,4,Karens junior
9502,1,Promotion seeker
9503,7,Meetfish
9504,0,Green screen
9505,0,Green screen
9506,1,Promotion seeker
9507,1,Promotion seeker
9508,2,Karens
9509,5,Large Families
9510,7,Meetfish
9511,4,Karens junior
9512,8,
9514,5,Large Families
9516,7,Meetfish
9518,6,Clean and green
9519,0,Green screen
9520,4,Karens junior
9522,4,Karens junior
9523,3,Average customer
9524,2,Karens
9526,0,Green screen
9528,4,Karens junior
9530,6,Clean and green
9532,0,Green screen
9533,4,Karens junior
9535,7,Meetfish
9536,0,Green screen
9539,3,Average customer
9540,5,Large Families
9541,5,Large Families
9542,2,Karens
9543,1,Promotion seeker
9544,7,Meetfish
9547,5,Large Families
9548,6,Clean and green
9549,5,Large Families
9550,6,Clean and green
9551,7,Meetfish
9552,3,Average customer
9553,0,Green screen
9554,7,Meetfish
9556,7,Meetfish
9557,1,Promotion seeker
9558,2,Karens
9559,5,Large Families
9560,6,Clean and green
9561,4,Karens junior
9562,5,Large Families
9563,5,Large Families
9564,0,Green screen
9565,7,Meetfish
9567,4,Karens junior
9568,7,Meetfish
9569,7,Meetfish
9570,4,Karens junior
9571,0,Green screen
9572,4,Karens junior
9573,4,Karens junior
9574,6,Clean and green
9576,3,Average customer
9577,0,Green screen
9578,3,Average customer
9579,5,Large Families
9580,3,Average customer
9581,7,Meetfish
9582,6,Clean and green
9583,7,Meetfish
9584,2,Karens
9585,0,Green screen
9586,4,Karens junior
9587,4,Karens junior
9588,6,Clean and green
9589,0,Green screen
9590,3,Average customer
9592,6,Clean and green
9593,4,Karens junior
9594,7,Meetfish
9595,3,Average customer
9597,8,
9598,1,Promotion seeker
9599,3,Average customer
9600,4,Karens junior
9602,7,Meetfish
9603,0,Green screen
9606,4,Karens junior
9607,0,Green screen
9608,4,Karens junior
9609,2,Karens
9610,5,Large Families
9611,0,Green screen
9613,3,Average customer
9614,5,Large Families
9616,0,Green screen
9617,4,Karens junior
9618,6,Clean and green
9619,0,Green screen
9620,3,Average customer
9621,6,Clean and green
9622,7,Meetfish
9623,8,
9625,8,
9626,3,Average customer
9627,4,Karens junior
9628,4,Karens junior
9629,0,Green screen
9630,0,Green screen
9631,6,Clean and green
9632,4,Karens junior
9633,5,Large Families
9635,4,Karens junior
9636,1,Promotion seeker
9637,6,Clean and green
9638,1,Promotion seeker
9640,2,Karens
9641,7,Meetfish
9642,2,Karens
9643,0,Green screen
9644,4,Karens junior
9645,4,Karens junior
9646,0,Green screen
9647,7,Meetfish
9650,7,Meetfish
9651,5,Large Families
9652,0,Green screen
9653,6,Clean and green
9654,0,Green screen
9655,2,Karens
9656,7,Meetfish
9657,0,Green screen
9658,4,Karens junior
9659,0,Green screen
9660,2,Karens
9661,2,Karens
9662,6,Clean and green
9663,8,
9664,7,Meetfish
9665,3,Average customer
9666,0,Green screen
9667,1,Promotion seeker
9668,5,Large Families
9670,5,Large Families
9671,2,Karens
9672,5,Large Families
9674,5,Large Families
9675,3,Average customer
9676,1,Promotion seeker
9677,0,Green screen
9678,4,Karens junior
9679,5,Large Families
9680,0,Green screen
9681,6,Clean and green
9683,0,Green screen
9684,5,Large Families
9685,2,Karens
9686,7,Meetfish
9687,0,Green screen
9688,0,Green screen
9689,2,Karens
9691,5,Large Families
9692,3,Average customer
9693,2,Karens
9694,1,Promotion seeker
9695,0,Green screen
9696,2,Karens
9697,1,Promotion seeker
9700,4,Karens junior
9701,1,Promotion seeker
9702,0,Green screen
9703,4,Karens junior
9704,5,Large Families
9705,7,Meetfish
9706,1,Promotion seeker
9707,0,Green screen
9708,3,Average customer
9709,0,Green screen
9712,6,Clean and green
9713,0,Green screen
9714,4,Karens junior
9715,0,Green screen
9716,7,Meetfish
9717,8,
9718,7,Meetfish
9719,0,Green screen
9720,7,Meetfish
9721,0,Green screen
9722,0,Green screen
9723,0,Green screen
9724,0,Green screen
9726,4,Karens junior
9727,3,Average customer
9728,0,Green screen
9729,2,Karens
9730,7,Meetfish
9731,3,Average customer
9732,7,Meetfish
9734,7,Meetfish
9735,2,Karens
9736,4,Karens junior
9737,0,Green screen
9739,7,Meetfish
9740,3,Average customer
9741,1,Promotion seeker
9742,2,Karens
9743,4,Karens junior
9744,8,
9745,6,Clean and green
9747,6,Clean and green
9748,7,Meetfish
9749,0,Green screen
9750,6,Clean and green
9751,0,Green screen
9752,1,Promotion seeker
9753,7,Meetfish
9754,3,Average customer
9757,0,Green screen
9758,5,Large Families
9760,4,Karens junior
9761,4,Karens junior
9762,1,Promotion seeker
9763,0,Green screen
9764,6,Clean and green
9765,3,Average customer
9768,3,Average customer
9771,4,Karens junior
9772,4,Karens junior
9773,1,Promotion seeker
9774,5,Large Families
9775,0,Green screen
9776,4,Karens junior
9777,0,Green screen
9778,6,Clean and green
9779,4,Karens junior
9780,0,Green screen
9781,0,Green screen
9783,1,Promotion seeker
9784,1,Promotion seeker
9785,6,Clean and green
9786,4,Karens junior
9788,4,Karens junior
9789,4,Karens junior
9790,0,Green screen
9791,2,Karens
9792,0,Green screen
9793,7,Meetfish
9795,4,Karens junior
9796,4,Karens junior
9798,1,Promotion seeker
9800,0,Green screen
9801,8,
9802,0,Green screen
9803,4,Karens junior
9804,1,Promotion seeker
9805,1,Promotion seeker
9806,4,Karens junior
9807,5,Large Families
9809,6,Clean and green
9811,5,Large Families
9812,0,Green screen
9814,4,Karens junior
9815,3,Average customer
9817,0,Green screen
9818,7,Meetfish
9819,7,Meetfish
9820,4,Karens junior
9822,1,Promotion seeker
9823,5,Large Families
9824,7,Meetfish
9825,3,Average customer
9826,5,Large Families
9827,5,Large Families
9828,2,Karens
9829,6,Clean and green
9830,6,Clean and green
9832,3,Average customer
9833,6,Clean and green
9834,6,Clean and green
9835,4,Karens junior
9836,0,Green screen
9837,5,Large Families
9838,6,Clean and green
9839,4,Karens junior
9840,0,Green screen
9841,2,Karens
9842,4,Karens junior
9843,6,Clean and green
9844,6,Clean and green
9846,5,Large Families
9847,4,Karens junior
9848,0,Green screen
9849,2,Karens
9850,3,Average customer
9851,1,Promotion seeker
9852,0,Green screen
9853,4,Karens junior
9854,4,Karens junior
9855,0,Green screen
9856,3,Average customer
9857,0,Green screen
9858,4,Karens junior
9859,6,Clean and green
9860,6,Clean and green
9861,1,Promotion seeker
9863,7,Meetfish
9865,1,Promotion seeker
9866,0,Green screen
9867,5,Large Families
9868,5,Large Families
9869,0,Green screen
9870,4,Karens junior
9871,7,Meetfish
9872,2,Karens
9873,4,Karens junior
9874,2,Karens
9875,5,Large Families
9876,5,Large Families
9877,4,Karens junior
9878,6,Clean and green
9879,0,Green screen
9880,1,Promotion seeker
9881,3,Average customer
9882,0,Green screen
9883,3,Average customer
9885,1,Promotion seeker
9886,5,Large Families
9887,3,Average customer
9888,4,Karens junior
9890,0,Green screen
9892,0,Green screen
9893,5,Large Families
9894,4,Karens junior
9895,4,Karens junior
9896,1,Promotion seeker
9897,6,Clean and green
9898,7,Meetfish
9899,7,Meetfish
9900,2,Karens
9901,3,Average customer
9902,6,Clean and green
9904,1,Promotion seeker
9905,7,Meetfish
9906,4,Karens junior
9907,0,Green screen
9908,3,Average customer
9909,6,Clean and green
9910,4,Karens junior
9911,2,Karens
9913,0,Green screen
9914,5,Large Families
9915,4,Karens junior
9917,0,Green screen
9918,5,Large Families
9919,3,Average customer
9920,7,Meetfish
9921,1,Promotion seeker
9925,4,Karens junior
9926,5,Large Families
9927,1,Promotion seeker
9929,0,Green screen
9932,3,Average customer
9934,2,Karens
9935,2,Karens
9936,6,Clean and green
9937,4,Karens junior
9940,6,Clean and green
9941,7,Meetfish
9942,0,Green screen
9943,3,Average customer
9944,2,Karens
9947,8,
9948,4,Karens junior
9949,7,Meetfish
9950,0,Green screen
9951,0,Green screen
9952,1,Promotion seeker
9953,6,Clean and green
9954,0,Green screen
9955,2,Karens
9957,7,Meetfish
9958,3,Average customer
9960,2,Karens
9962,0,Green screen
9963,1,Promotion seeker
9965,4,Karens junior
9966,4,Karens junior
9969,7,Meetfish
9971,0,Green screen
9974,7,Meetfish
9975,5,Large Families
9976,0,Green screen
9977,0,Green screen
9978,3,Average customer
9979,2,Karens
9980,4,Karens junior
9982,3,Average customer
9983,0,Green screen
9985,5,Large Families
9986,2,Karens
9987,3,Average customer
9988,3,Average customer
9989,3,Average customer
9990,4,Karens junior
9991,0,Green screen
9992,2,Karens
9994,2,Karens
9995,0,Green screen
9996,2,Karens
9997,7,Meetfish
9998,4,Karens junior
10000,4,Karens junior
10001,5,Large Families
10002,2,Karens
10004,0,Green screen
10006,3,Average customer
10008,4,Karens junior
10009,0,Green screen
10010,4,Karens junior
10011,5,Large Families
10012,2,Karens
10013,0,Green screen
10014,0,Green screen
10015,2,Karens
10016,1,Promotion seeker
10017,7,Meetfish
10019,2,Karens
10020,0,Green screen
10021,7,Meetfish
10022,7,Meetfish
10023,7,Meetfish
10024,0,Green screen
10025,6,Clean and green
10026,6,Clean and green
10027,7,Meetfish
10028,0,Green screen
10029,0,Green screen
10030,1,Promotion seeker
10031,7,Meetfish
10032,7,Meetfish
10035,4,Karens junior
10036,3,Average customer
10038,0,Green screen
10039,2,Karens
10040,5,Large Families
10042,0,Green screen
10044,3,Average customer
10045,5,Large Families
10046,5,Large Families
10047,2,Karens
10048,0,Green screen
10050,6,Clean and green
10051,4,Karens junior
10052,2,Karens
10053,6,Clean and green
10054,2,Karens
10055,6,Clean and green
10056,7,Meetfish
10057,2,Karens
10058,1,Promotion seeker
10059,4,Karens junior
10060,5,Large Families
10062,4,Karens junior
10063,7,Meetfish
10064,4,Karens junior
10065,1,Promotion seeker
10066,5,Large Families
10068,4,Karens junior
10070,1,Promotion seeker
10072,2,Karens
10073,0,Green screen
10074,0,Green screen
10075,7,Meetfish
10076,7,Meetfish
10077,2,Karens
10078,0,Green screen
10079,2,Karens
10080,0,Green screen
10081,7,Meetfish
10082,5,Large Families
10083,6,Clean and green
10085,3,Average customer
10086,3,Average customer
10087,2,Karens
10088,4,Karens junior
10090,0,Green screen
10091,6,Clean and green
10093,7,Meetfish
10094,0,Green screen
10095,0,Green screen
10097,0,Green screen
10098,0,Green screen
10099,0,Green screen
10100,4,Karens junior
10101,7,Meetfish
10102,5,Large Families
10103,2,Karens
10105,0,Green screen
10106,4,Karens junior
10107,2,Karens
10110,4,Karens junior
10111,2,Karens
10112,2,Karens
10113,1,Promotion seeker
10114,0,Green screen
10115,5,Large Families
10116,7,Meetfish
10120,0,Green screen
10121,2,Karens
10122,1,Promotion seeker
10123,0,Green screen
10124,6,Clean and green
10125,8,
10126,4,Karens junior
10127,4,Karens junior
10128,0,Green screen
10130,5,Large Families
10133,4,Karens junior
10134,0,Green screen
10135,2,Karens
10136,0,Green screen
10137,0,Green screen
10139,4,Karens junior
10140,2,Karens
10141,5,Large Families
10142,2,Karens
10144,1,Promotion seeker
10145,0,Green screen
10147,4,Karens junior
10148,1,Promotion seeker
10150,6,Clean and green
10151,2,Karens
10152,3,Average customer
10153,1,Promotion seeker
10154,3,Average customer
10155,0,Green screen
10156,2,Karens
10157,3,Average customer
10158,3,Average customer
10159,6,Clean and green
10160,5,Large Families
10161,6,Clean and green
10162,5,Large Families
10163,7,Meetfish
10164,1,Promotion seeker
10165,2,Karens
10166,4,Karens junior
10167,4,Karens junior
10168,0,Green screen
10169,7,Meetfish
10170,4,Karens junior
10171,2,Karens
10173,6,Clean and green
10178,2,Karens
10179,7,Meetfish
10180,5,Large Families
10181,2,Karens
10183,5,Large Families
10184,4,Karens junior
10185,4,Karens junior
10186,0,Green screen
10187,6,Clean and green
10188,0,Green screen
10189,0,Green screen
10191,1,Promotion seeker
10192,0,Green screen
10194,3,Average customer
10195,7,Meetfish
10196,7,Meetfish
10197,3,Average customer
10199,6,Clean and green
10200,2,Karens
10201,0,Green screen
10202,2,Karens
10204,7,Meetfish
10205,8,
10206,3,Average customer
10207,5,Large Families
10208,3,Average customer
10209,2,Karens
10212,7,Meetfish
10213,3,Average customer
10214,4,Karens junior
10215,4,Karens junior
10216,4,Karens junior
10217,7,Meetfish
10218,1,Promotion seeker
